종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
"092440","기신정기","KOSPI",,,"032902","특수 목적용 기계 제조업","03",,"29200000","500","14600000000","원(KRW)","윤현도","032-820-1600","인천광역시 남동구  은봉로 111 49동 1호(논현동, 남동공단)"
"000270","기아자동차","KOSPI",,,"033001","자동차용 엔진 및 자동차 제조업","12",,"405363347","5000","2139316735000","원(KRW)","송호성,최준영(각자 대표이사)","02-3464-1114","서울특별시 서초구 헌릉로 12 기아자동차"
"024110","기업은행","KOSPI",,,"116401","은행 및 저축기관","12",,"738664360","5000","3693321800000","원(KRW)","윤종원","02-729-6114","서울특별시 중구 을지로 79 중소기업은행본점"
"013700","까뮤이앤씨","KOSPI",,,"064101","건물 건설업","12",,"45152280","500","22576140000","원(KRW)","손병재","031-633-9114","경기도 이천시 대월면 경충대로 1937번길 57 "
"004540","깨끗한나라","KOSPI",,,"031701","펄프, 종이 및 판지 제조업","12",,"37240693","1000","37606853000","원(KRW)","최현수, 김민환","02-2270-9200","서울특별시 용산구 한남대로 98 일신빌딩 4층"
"001260","남광토건","KOSPI",,,"064102","토목 건설업","12",,"9828901","5000","49144505000","원(KRW)","김근영","02-3011-0114","경기도 용인시 기흥구 흥덕중앙로 120 비122호(영덕동, 흥덕유타워) "
"008350","남선알미늄","KOSPI",,,"032402","1차 비철금속 제조업","12",,"110179090","500","55243490000","원(KRW)","장규한,이상일","053-610-5110","대구광역시 달성군  논공읍 논공중앙로 288 "
"004270","남성","KOSPI",,,"074607","기타 전문 도매업","12",,"36212160","500","18106080000","원(KRW)","윤봉수 윤성호","02-2109-1550","서울특별시 구로구 디지털로31길 20 크라운프라자 13층 (주)남성"
"003920","남양유업","KOSPI",,,"031005","낙농제품 및 식용빙과류 제조업","12",,"720000","5000","4433310000","원(KRW)","이광범","02-2010-6601","서울특별시 강남구 도산대로 240 1964빌딩"
"025860","남해화학","KOSPI",,,"032003","비료, 농약 및 살균, 살충제 제조업","12",,"49678843","1000","49678843000","원(KRW)","하형수","061-688-5354","서울특별시 강남구 테헤란로113길 15 (삼성동) "
"005720","넥센","KOSPI",,,"032201","고무제품 제조업","12",,"53543977","500","28572288500","원(KRW)","강병중, 강호찬, 배중열","055-333-0771","경상남도 김해시  김해대로 2595 "
"002350","넥센타이어","KOSPI",,,"032201","고무제품 제조업","12",,"97667877","500","54083938500","원(KRW)","대표이사 회장 강병중
대표이사 사장 강호찬","055-370-5114","경상남도 양산시  충렬로 355 넥센타이어 "
"003580","넥스트사이언스","KOSPI",,,"020702","기타 비금속광물 광업","12",,"32699622","500","16349811000","원(KRW)","이을규","02-6925-4450","강원도 정선군  사북읍 동탄길 32 "
"251270","넷마블","KOSPI",,,"105802","소프트웨어 개발 및 공급업","12",,"85877956","100","8587795600","원(KRW)","권영식, 이승원(각자 대표집행임원)","02-2271-7114","서울특별시 구로구 디지털로 300 (구로동, 지밸리비즈플라자)"
"090350","노루페인트","KOSPI",,,"032004","기타 화학제품 제조업","12",,"20000000","500","10231563000","원(KRW)","김용기, 조성국(각자 대표이사)","031-467-6114","경기도 안양시 만안구  박달로 351 "
"000320","노루홀딩스","KOSPI",,,"116409","기타 금융업","12",,"13291151","500","8500200500","원(KRW)","한영재,김용기","02-2191-7700","경기도 안양시 만안구  박달로 351 "
"006280","녹십자","KOSPI",,,"032102","의약품 제조업","12",,"11686538","5000","58432690000","원(KRW)","허은철","031-260-9312","경기도 용인시 기흥구  이현로30번길 107(보정동) "
"005250","녹십자홀딩스","KOSPI",,,"137105","회사 본부 및 경영 컨설팅 서비스업","12",,"47028210","500","25744900000","원(KRW)","허일섭, 허용준","031-260-9300","경기 용인시 구성읍 동백리 (주)녹십자 303"
"004370","농심","KOSPI",,,"031007","기타 식품 제조업","12",,"6082642","5000","30413210000","원(KRW)","신동원, 박 준","02-820-7114","서울특별시 동작구  여의대방로 112 "
"072710","농심홀딩스","KOSPI",,,"116409","기타 금융업","12",,"4637790","5000","23188950000","원(KRW)","신동원","02-820-7820","서울특별시 동작구  여의대방로 112 (신대방동)"
"058730","다스코","KOSPI",,,"032501","구조용 금속제품, 탱크 및 증기발생기 제조업","12",,"15400000","500","8000000000","원(KRW)","한상원","061-370-2114","전라남도 화순군  동면 동농공길 26-2 "
"023590","다우기술","KOSPI",,,"106301","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","12",,"44866617","500","22433308500","원(KRW)","김윤덕","070-8707-1000","경기도 용인시 수지구  디지털벨리로 81 디지털스퀘어 6층"
"019680","대교","KOSPI",,,"168501","초등 교육기관","12",,"84702850","500","52064920000","원(KRW)","박수완","02-829-1114","서울특별시 관악구 보라매로 3길 23 (보라매동 729-21) 대교타워"
"006370","대구백화점","KOSPI",,,"074701","종합 소매업","12",,"10821611","5000","54108055000","원(KRW)","구정모","053-423-1234","대구광역시 중구 동성로 30 9층 재무팀"
"008060","대덕","KOSPI",,,"116409","기타 금융업","12",,"33890150","500","17551253500","원(KRW)","김영재","031-8040-8073","경기도 안산시 단원구 강촌로 230 (목내동)"
"353200","대덕전자","KOSPI",,,"032602","전자부품 제조업","12",,"49416925","500","25756222000","원(KRW)","신영환","031-8040-8000","경기도 안산시 단원구 강촌로 230 "
"000490","대동공업","KOSPI",,,"032902","특수 목적용 기계 제조업","12",,"23728210","1000","23728210000","원(KRW)","김준식, 원유현","053-610-3000","대구광역시 달성군 논공읍 논공중앙로34길 35 35"
"008110","대동전자","KOSPI",,,"032604","통신 및 방송 장비 제조업","03",,"10490447","500","5245223500","원(KRW)","김명성","02-855-5121","서울특별시 금천구  가산디지털1로 33 "
"001880","대림건설","KOSPI",,,"064101","건물 건설업","12",,"22053284","5000","110266420000","원(KRW)","조남창","032-518-3535","인천광역시 남동구  미래로 14 "
"005750","대림비앤코","KOSPI",,,"032302","내화, 비내화 요업제품 제조업","12",,"16672240","1000","16672240000","원(KRW)","강태식","055-280-8400","경상남도 창원시 성산구  공단로 52 "
"000210","대림산업","KOSPI",,,"064102","토목 건설업","12",,"34800000","5000","218500000000","원(KRW)","배원복","02-2011-7114","서울특별시 종로구 통일로 134 디타워 돈의문"
"006570","대림통상","KOSPI",,,"032509","기타 금속 가공제품 제조업","12",,"15225000","1000","16425000000","원(KRW)","고은희, 이지용","02-730-9811","서울특별시 서대문구  연희로 142 "
"001680","대상","KOSPI",,,"031007","기타 식품 제조업","12",,"34648025","1000","36018248000","원(KRW)","임정배","02-2220-9500","서울특별시 동대문구  천호대로 26 "
"084690","대상홀딩스","KOSPI",,,"116409","기타 금융업","12",,"36212538","1000","37126020000","원(KRW)","임창욱, 최성수 각자대표이사","02-2211-6500","서울특별시 중구 세종대로9길 41 올리브타워 2층 "
"128820","대성산업","KOSPI",,,"074707","연료 소매업","12",,"45235478","5000","226177390000","원(KRW)","김영대, 지관(각자대표)","02-2170-2160","서울특별시 구로구 경인로 662(신도림동, 디큐브시티) "
"117580","대성에너지","KOSPI",,,"043502","연료용 가스 제조 및 배관공급업","12",,"27500000","1000","27500000000","원(KRW)","대표이사 김영훈
대표이사 우중본","053-606-1000","대구광역시 중구 명덕로 85 (남산동)"
"016710","대성홀딩스","KOSPI",,,"137105","회사 본부 및 경영 컨설팅 서비스업","12",,"16089459","1000","16089459000","원(KRW)","대표이사 김영훈
대표이사 김정주","053-606-1000","대구광역시 중구 명덕로 85 대성홀딩스"
"003540","대신증권","KOSPI",,,"116601","금융 지원 서비스업","12",,"50773400","5000","434867000000","원(KRW)","오익근","02-769-2000","서울특별시 중구 삼일대로 343 저동1가 대신파이낸스센터"
"009190","대양금속","KOSPI",,,"032401","1차 철강 제조업","12",,"29565939","500","14782969500","원(KRW)","조상종","02-2156-5500","충청남도 예산군  신암면 추사로 146-8 "
"014160","대영포장","KOSPI",,,"031702","골판지, 종이 상자 및 종이용기 제조업","12",,"108394549","500","54197274500","원(KRW)","권혁홍, 권택환","031-490-9300","경기도 안산시 단원구 산단로 265 (원시동, 대영포장(주))"
"047040","대우건설","KOSPI",,,"064101","건물 건설업","12",,"415622638","5000","2078113190000","원(KRW)","김형","02-2288-3114","서울특별시 중구 을지로 170 (을지로4가)"
"009320","대우부품","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"47646375","500","23823187500","원(KRW)","서준교,서중호(각자 대표)","063-530-8171","전라북도 정읍시  공단2길 3 "
"042660","대우조선해양","KOSPI",,,"033101","선박 및 보트 건조업","12",,"107290669","5000","541453345000","원(KRW)","이성근","055-735-2114","경상남도 거제시 거제대로 3370 (아주동)"
"003090","대웅","KOSPI",,,"116409","기타 금융업","12",,"58141980","500","29070990000","원(KRW)","윤재춘","02-550-8800","경기 성남시 중원구 상대원동 223-23"
"069620","대웅제약","KOSPI",,,"032102","의약품 제조업","12",,"11586575","2500","28966437500","원(KRW)","전승호, 윤재춘","02-550-8800","경기도 화성시 향남읍 제약공단4길 35-14 -"
"000430","대원강업","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"62000000","500","31000000000","원(KRW)","허재철, 허승호, 유병우","02-3455-7300","충청남도 천안시 서북구 성거읍 오목모전길 117-8 대원강업주식회사"
"006340","대원전선","KOSPI",,,"032803","절연선 및 케이블 제조업","12",,"71016967","500","36819083500","원(KRW)","서명환","041-339-3400","충청남도 예산군  고덕면 호음덕령길 92 "
"003220","대원제약","KOSPI",,,"032102","의약품 제조업","12",,"20243603","500","10121801500","원(KRW)","백승호,백승열","02-2204-7000","서울특별시 성동구 천호대로 386 대원제약"
"024890","대원화성","KOSPI",,,"032202","플라스틱제품 제조업","12",,"41249152","500","20624576000","원(KRW)","강동엽","031-372-3992","서울특별시 강남구 봉은사로 327 궁도빌딩 13층"
"002880","대유에이텍","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"106915987","500","53457993500","원(KRW)","권의경","062-940-8672","광주광역시 광산구  소촌로123번길 40-12 "
"000300","대유플러스","KOSPI",,,"032604","통신 및 방송 장비 제조업","12",,"117503223","500","58751611500","원(KRW)","조상호","031-737-7000","광주광역시 광산구 소촌로123번길 40-16 2층(소촌동)"
"012800","대창","KOSPI",,,"032402","1차 비철금속 제조업","12",,"91140499","500","45570249500","원(KRW)","조시영, 김옥렬","031-496-3000","경기도 시흥시 공단1대로 391 "
"015230","대창단조","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"14286115","1000","14286115000","원(KRW)","박권일","055-329-3911","경남 김해시 생림면 봉림리 1072-1"
"001070","대한방직","KOSPI",,,"031302","직물직조 및 직물제품 제조업","12",,"5300000","1000","5300000000","원(KRW)","설 범, 김 인호","02-368-0114","서울특별시 영등포구  국제금융로2길 17 (여의도동,대한빌딩)"
"006650","대한유화","KOSPI",,,"032001","기초 화학물질 제조업","12",,"6500000","5000","41000000000","원(KRW)","정영태","02-2122-1515","서울특별시 종로구  자하문로 77 유남빌딩"
"001440","대한전선","KOSPI",,,"032803","절연선 및 케이블 제조업","12",,"856473009","500","428236504500","원(KRW)","나형균","02-316-9114","경기도 안양시 동안구 관양동 1746-2 대한스마트타워 "
"084010","대한제강","KOSPI",,,"032401","1차 철강 제조업","12",,"24646734","1000","24646734000","원(KRW)","이경백, 한성민 각자대표","02-1670-3300","부산광역시 사하구 하신번영로 69 "
"001790","대한제당","KOSPI",,,"031006","곡물가공품, 전분 및 전분제품 제조업","12",,"8969658","2500","24044835000","원(KRW)","김기영","032-770-1400","인천광역시 중구  월미로 116(북성동1가) "
"001130","대한제분","KOSPI",,,"031006","곡물가공품, 전분 및 전분제품 제조업","12",,"1690000","5000","8450000000","원(KRW)","이건영, 송인석","02-3455-0200","서울특별시 중구 세종대로 39 "
"003490","대한항공","KOSPI",,,"085101","항공 여객 운송업","12",,"174209713","5000","876602535000","원(KRW)","조원태, 우기홍","02-2656-7114","서울특별시 강서구 하늘길 260 "
"005880","대한해운","KOSPI",,,"085001","해상 운송업","12",,"244271090","500","122135545000","원(KRW)","김만태","02-3701-0114","서울특별시 강서구 마곡중앙8로 78 에스엠알엔디센터 "
"003830","대한화섬","KOSPI",,,"032005","화학섬유 제조업","12",,"1328000","5000","6640000000","원(KRW)","박재용","02-3406-0300","서울특별시 중구  동호로 310 "
"016090","대현","KOSPI",,,"031401","봉제의복 제조업","12",,"44282310","500","26906155000","원(KRW)","신현균","02-3485-7000","서울특별시 강남구 언주로 619 (논현동, 대현그린타워) "
"069460","대호에이엘","KOSPI",,,"032402","1차 비철금속 제조업","12",,"27134839","500","13567419500","원(KRW)","노영호,최병철","053-610-5400","대구광역시 달성군  논공읍 논공중앙로 211 "
"192080","더블유게임즈","KOSPI",,,"105802","소프트웨어 개발 및 공급업","12",,"18374502","500","9187251000","원(KRW)","김가람","02-501-7219","서울특별시 강남구 테헤란로 152 강남파이낸스센터 16층 "
"012510","더존비즈온","KOSPI",,,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"30130045","500","15065022500","원(KRW)","김용우","02-6233-3000","강원도 춘천시 남산면 버들1길 130 "
"004830","덕성","KOSPI",,,"032202","플라스틱제품 제조업","12",,"15680000","500","8536000000","원(KRW)","이봉근","031-204-0781","경기도 수원시 영통구  신원로 25 "
"024900","덕양산업","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"32564980","500","16282490000","원(KRW)","윤성희, 손동인, 한상욱(각자대표이사)","052-219-1114","울산광역시 북구  효암로 366 "
"145720","덴티움","KOSPI",,,"032701","의료용 기기 제조업","12",,"11068830","500","6184415000","원(KRW)","강희택, 유재홍","070-7098-9158","서울특별시 강남구 자곡로 174-10 강남에이스타워 821호 "
"002150","도화엔지니어링","KOSPI",,,"137201","건축기술, 엔지니어링 및 관련 기술 서비스업","12",,"33720000","500","16860000000","원(KRW)","김영윤, 박승우, 곽준상","02-6323-3032","서울특별시 강남구  삼성로 438 도화타워 "
"001230","동국제강","KOSPI",,,"032401","1차 철강 제조업","12",,"95432737","5000","589228035000","원(KRW)","장세욱, 김연극","02-317-1114","서울특별시 중구  을지로5길 19 페럼타워"
"023450","동남합성","KOSPI",,,"032001","기초 화학물질 제조업","12",,"3610000","500","3125564000","원(KRW)","김정돈, 박미령 (각자대표)","041-840-3100","충청남도 공주시 탄천면 탄천산업단지길 80-61 -"
"004140","동방","KOSPI",,,"085209","기타 운송관련 서비스업","12",,"39646458","1000","39646458000","원(KRW)","김형곤, 성경민","02-2190-8100","서울특별시 중구 통일로2길 16 3층(순화동, 에이아이에이타워)"
"007590","동방아그로","KOSPI",,,"032003","비료, 농약 및 살균, 살충제 제조업","12",,"13617577","500","6808788500","원(KRW)","염병만, 염병진","02-580-3600","서울특별시 관악구  남부순환로 2028 남현동, 동방빌딩"
"005960","동부건설","KOSPI",,,"064102","토목 건설업","12",,"22702024","5000","114638780000","원(KRW)","허상희","02-3484-2114","서울특별시 강남구 테헤란로 137 코레이트 타워 "
"026960","동서","KOSPI",,,"074603","음·식료품 및 담배 도매업","12",,"99700000","500","49850000000","원(KRW)","김종원","02-701-5050","서울특별시 마포구 독막로 324 동서빌딩 "
"002210","동성제약","KOSPI",,,"032102","의약품 제조업","12",,"26100970","1000","26100970000","원(KRW)","이양구","02-6911-3600","서울특별시 도봉구  도봉로 683  (방학동) 동성빌딩"
"102260","동성코퍼레이션","KOSPI",,,"137105","회사 본부 및 경영 컨설팅 서비스업","12",,"43993012","1000","43993012000","원(KRW)","이만우","02-2136-4300","부산광역시 사하구  신산로 99 "
"005190","동성화학","KOSPI",,,"032001","기초 화학물질 제조업","12",,"5335564","1000","5531244000","원(KRW)","이경석","051-200-4500","부산광역시 사하구  신산로 99 "
"000640","동아쏘시오홀딩스","KOSPI",,,"116409","기타 금융업","12",,"6155346","5000","30776730000","원(KRW)","한종현","02-920-8114","서울특별시 동대문구  천호대로 64 "
"170900","동아에스티","KOSPI",,,"032102","의약품 제조업","12",,"8443868","5000","42219340000","원(KRW)","엄대식 (단독대표)","02-920-8114","서울 동대문구 용두동 138 ~255 천호대로 64"
"028100","동아지질","KOSPI",,,"064201","기반조성 및 시설물 축조관련 전문공사업","12",,"11500000","500","5750000000","원(KRW)","최재우","051-580-5550","부산광역시 금정구  금샘로 347 동아지질"
"282690","동아타이어","KOSPI",,,"032201","고무제품 제조업","12",,"13733015","500","6866507500","원(KRW)","김상헌","055-389-0011","경상남도 양산시 유산공단11길 11 "
"001520","동양","KOSPI",,,"032303","시멘트, 석회, 플라스터 및 그 제품 제조업","12",,"238684063","500","119850042500","원(KRW)","정진학","02-6150-7000","서울특별시 영등포구 국제금융로2길 24 - "
"084670","동양고속","KOSPI",,,"084902","육상 여객 운송업","12",,"2895569","5000","16959295000","원(KRW)","백남근","02-535-3111","경기도 안양시 동안구 흥안대로 67 "
"002900","동양물산기업","KOSPI",,,"032902","특수 목적용 기계 제조업","12",,"126004610","500","63002305000","원(KRW)","김희용, 김도훈","02-3014-2742","서울특별시 강남구 언주로133길 7 "
"082640","동양생명","KOSPI",,,"116501","보험업","12",,"161358585","5000","806792925000","원(KRW)","뤄젠룽(Luo, Jian Rong)","02-1577-1004","서울특별시 종로구 종로 33 (청진동)"
"008970","동양철관","KOSPI",,,"032401","1차 철강 제조업","12",,"118885290","500","59442645000","원(KRW)","한흥수","02-6903-0200","충청남도 천안시 동남구  풍세면 풍세로 515 동양철관(주)"
"092780","동양피스톤","KOSPI",,,"033001","자동차용 엔진 및 자동차 제조업","12",,"13168460","500","6584230000","원(KRW)","홍순겸","031-489-9000","경기도 안산시 단원구 해봉로255번길 16 "
"049770","동원F&B","KOSPI",,,"031007","기타 식품 제조업","12",,"3859124","5000","19295620000","원(KRW)","김재옥","02-589-3000-1","서울특별시 서초구  마방로 68 (양재동) 동원산업빌딩"
"018500","동원금속","KOSPI",,,"033003","자동차 신품 부품 제조업","03",,"46754933","500","23377466500","원(KRW)","이은우, 박승룡","053-859-2311","경상북도 경산시  진량읍 북리1길  69"
"006040","동원산업","KOSPI",,,"010301","어로 어업","12",,"3677641","5000","18388205000","원(KRW)","이명우","02-589-3333","서울특별시 서초구 마방로 68 (양재동)"
"030720","동원수산","KOSPI",,,"010301","어로 어업","12",,"4653805","5000","23269025000","원(KRW)","단독대표이사 사장 왕기철","02-528-8000","서울특별시 강남구  테헤란로8길 8 동주빌딩 6층"
"014820","동원시스템즈","KOSPI",,,"032202","플라스틱제품 제조업","12",,"25618511","5000","129419345000","원(KRW)","조점근","02-589-4700","경기도 성남시 중원구 갈마치로 302 에이-607호(상대원동, 성남우림라이온스밸리5차)"
"163560","동일고무벨트","KOSPI",,,"032201","고무제품 제조업","12",,"13650000","500","6825000000","원(KRW)","이윤환","051-520-9114","부산광역시 금정구 공단동로55번길 28 "
"004890","동일산업","KOSPI",,,"032401","1차 철강 제조업","12",,"2425215","5000","12126075000","원(KRW)","오순택, 오승민","054-288-7500","경상북도 포항시 남구  괴동로 112 (장흥동) 동일산업(주)"
"002690","동일제강","KOSPI",,,"032401","1차 철강 제조업","12",,"15000000","500","7500000000","원(KRW)","김익중, 김우진, 김준년","031-677-1234","경기도 안성시 미양면 안성맞춤대로 474-40 "
"000020","동화약품","KOSPI",,,"032102","의약품 제조업","12",,"27931470","1000","27931470000","원(KRW)","박기환","02-2021-9300","서울특별시 중구 남대문로9길 24 패스트파이브타워 6~8층(다동)"
"000150","두산","KOSPI",,,"137105","회사 본부 및 경영 컨설팅 서비스업","12",,"16523835","5000","123738105000","원(KRW)","박정원, 동현수, 김민철","02-3398-0114","서울특별시 중구  장충단로 275 두산타원"
"241560","두산밥캣","KOSPI",,,"032902","특수 목적용 기계 제조업","12",,"100249166","500","50124583000","원(KRW)","스캇성철박","02-3398-0993","서울특별시 중구 장충단로 275 "
"042670","두산인프라코어","KOSPI",,,"032902","특수 목적용 기계 제조업","12",,"215931625","5000","1079658125000","원(KRW)","손동연, 고석범","032-211-1114","인천광역시 동구  인중로 489(화수동) "
"034020","두산중공업","KOSPI",,,"032901","일반 목적용 기계 제조업","12",,"374637255","5000","1873186275000","원(KRW)","박지원,정연인","055-278-6114","경상남도 창원시 성산구  두산볼보로 22 두산중공업 주식회사"
"336260","두산퓨얼셀","KOSPI",,,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"65493726","100","8184422600","원(KRW)","유수경","02-3398-3808","전라북도 익산시 석암로7길 100 (팔봉동)"
"016740","두올","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"27066680","2500","67666700000","원(KRW)","조인회, 정재열","02-6922-7132","서울특별시 강남구 영동대로96길 20 대화빌딩 2층 "
"192650","드림텍","KOSPI",,,"032602","전자부품 제조업","12",,"65862985","100","6659754300","원(KRW)","김형민, 박찬홍(각자대표)","031-620-1500","경기도 성남시 분당구 황새울로 314 "
"024090","디씨엠","KOSPI",,,"032401","1차 철강 제조업","12",,"11700000","500","6000000000","원(KRW)","정연택","055-366-9991","경상남도 양산시  웅상농공단지길 55 "
"003160","디아이","KOSPI",,,"032702","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","12",,"31496785","500","17248392500","원(KRW)","박원호, 장일선","02-546-5501","서울특별시 강남구  논현로 703 "
"001530","디아이동일","KOSPI",,,"074601","상품 중개업","12",,"2465609","5000","12328045000","원(KRW)","서태원, 손재선","02-2222-3071","서울특별시 강남구  테헤란로 516 정헌빌딩 8층"
"092200","디아이씨","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"38888569","500","19444284500","원(KRW)","김정렬","052-255-0500","울산광역시 울주군  두동면 봉계농공길 8 "
"013570","디와이","KOSPI",,,"116409","기타 금융업","12",,"26319633","500","13159816500","원(KRW)","김지현","032-810-4100","인천광역시 남동구  남동서로362번길 36 (남촌동)"
"210540","디와이파워","KOSPI",,,"032902","특수 목적용 기계 제조업","12",,"11041708","500","5520854000","원(KRW)","박치웅","055-278-0800","경상남도 창원시 성산구 웅남로 812 (성주동)"
"007340","디티알오토모티브","KOSPI",,,"032802","일차전지 및 축전지 제조업","12",,"9994005","500","4997002500","원(KRW)","김상헌 김원종","055-380-5800","울산광역시 울주군 온산읍 처용산업2길 12 디티알 오토모티브"
"026890","디피씨","KOSPI",,,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"41678175","500","20839087500","원(KRW)","도용환","031-599-0100","경기도 안산시 단원구  산단로19번길  145(목내동)"
"115390","락앤락","KOSPI",,,"032202","플라스틱제품 제조업","12",,"53007638","500","27500000000","원(KRW)","김성훈","02-520-9539","충청남도 아산시  선장면 삽교천로 104  (주)락앤락"
"032350","롯데관광개발","KOSPI",,,"147502","여행사 및 기타 여행보조 서비스업","12",,"69275662","500","34637831000","원(KRW)","김기병, 백현, 김한준","1577-3000","제주특별자치도 제주시 노연로 12 (노형동)"
"330590","롯데리츠","KOSPI",,,"126801","부동산 임대 및 공급업","06",,"171968884","500","85984442000","원(KRW)","롯데에이엠씨 주식회사","02-3213-8159","서울특별시 송파구 올림픽로 300 롯데월드타워 30층"
"000400","롯데손해보험","KOSPI",,,"116501","보험업","12",,"310336320","1000","310336320000","원(KRW)","최원진","02-1588-3344","서울특별시 중구  소월로 3 롯데손해보험빌딩 "
"023530","롯데쇼핑","KOSPI",,,"074701","종합 소매업","12",,"28288755","5000","141443775000","원(KRW)","강희태","02-771-2500","서울특별시 중구  남대문로 81 (소공동) "
"004000","롯데정밀화학","KOSPI",,,"032001","기초 화학물질 제조업","12",,"25800000","5000","129000000000","원(KRW)","정경문","052-270-6112-4","울산광역시 남구 여천로217번길 19 "
"286940","롯데정보통신","KOSPI",,,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"15396331","5000","76981655000","원(KRW)","노준형","02-2626-4000","서울특별시 금천구 가산디지털2로 179 롯데정보통신 "
"280360","롯데제과","KOSPI",,,"031007","기타 식품 제조업","12",,"6416717","500","3208358500","원(KRW)","신동빈, 민명기","02-2670-6302","서울특별시 영등포구 양평로21길 10 "
"004990","롯데지주","KOSPI",,,"116409","기타 금융업","12",,"104909237","200","21179372000","원(KRW)","신동빈,송용덕,이동우","02-750-7114","서울특별시 송파구 올림픽로 300 롯데월드타워"
"005300","롯데칠성음료","KOSPI",,,"031102","비알코올음료 및 얼음 제조업","12",,"8975123","500","4875216500","원(KRW)","이영구","02-3479-9114","서울특별시 서초구 서초대로70길 15 "
"011170","롯데케미칼","KOSPI",,,"032001","기초 화학물질 제조업","12",,"34275419","5000","171377095000","원(KRW)","신동빈, 김교현, 이영준","02-829-4114","300, Olympic-ro, Songpa-gu, Seoul, Korea Lotte World Tower "
"002270","롯데푸드","KOSPI",,,"031005","낙농제품 및 식용빙과류 제조업","12",,"1131870","5000","5659350000","원(KRW)","조경수","02-3469-3114","서울특별시 영등포구 양평로19길 19 -"
"071840","롯데하이마트","KOSPI",,,"074703","가전제품 및 정보통신장비 소매업","12",,"23607712","5000","118038560000","원(KRW)","황영근","02-1588-0070","서울특별시 강남구  삼성로 156  롯데하이마트빌딩"
"027740","마니커","KOSPI",,,"031001","도축, 육류 가공 및 저장 처리업","12",,"198472594","500","99236297000","원(KRW)","최상웅","031-281-5300","경기도 용인시 기흥구  용구대로2219번길 3 (신갈동) "
"204320","만도","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"46957120","1000","46957120000","원(KRW)","정몽원, 김광헌 (각자 대표이사)","031-680-6114","경기도 평택시 포승읍 하만호길 32 "
"001080","만호제강","KOSPI",,,"032401","1차 철강 제조업","06",,"4150000","1000","4150000000","원(KRW)","김상환","051-601-0351","부산광역시 강서구  녹산화전로 71 "
"088980","맥쿼리인프라","KOSPI",,,"116402","신탁업 및 집합투자업","12",,"372192485","무액면","2057517050278","원(KRW)","맥쿼리자산운용(주)","02-3705-8565","서울특별시 종로구 우정국로 26 A동 18층(공평동, 센트로폴리스)"
"094800","맵스리얼티1","KOSPI",,,"116402","신탁업 및 집합투자업","12",,"92834331","무액면","464171655000","원(KRW)","미래에셋자산운용(주)","02-1577-1640","서울 영등포구 여의도동 미래에셋빌딩 45-1"
"138040","메리츠금융지주","KOSPI",,,"116409","기타 금융업","12",,"134011294","500","71442909000","원(KRW)","김용범","02-2018-6824","서울특별시 강남구  강남대로 382 "
"008560","메리츠증권","KOSPI",,,"116601","금융 지원 서비스업","12",,"675961727","1000","675961727000","원(KRW)","최희문","02-785-6611","서울특별시 영등포구 국제금융로 10 Three IFC, 메리츠종금증권"
"000060","메리츠화재","KOSPI",,,"116501","보험업","12",,"120625000","500","60312500000","원(KRW)","김용범","02-1566-7711","서울특별시 강남구  강남대로 382 메리츠타워"
"090370","메타랩스","KOSPI",,,"031401","봉제의복 제조업","12",,"63689937","500","31844968500","원(KRW)","유지헌","02-2189-7700","서울특별시 강남구 언주로 428(역삼동) "
"017180","명문제약","KOSPI",,,"032102","의약품 제조업","12",,"33953454","500","16976727000","원(KRW)","박춘식","031-350-4000","경기도 화성시  향남읍 제약공단2길 26 "
"009900","명신산업","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"40779120","500","20389560000","원(KRW)","박봉근","054-746-2665","경상북도 경주시 천북면 천북산단로 91 "
"012690","모나리자","KOSPI",,,"031709","기타 종이 및 판지 제품 제조업","12",,"36571255","500","18885627500","원(KRW)","박세훈","02-829-8800","서울특별시 동작구  보라매로5길 15 전문건설회관빌딩 21층 (주)모나리자"
"005360","모나미","KOSPI",,,"074604","생활용품 도매업","12",,"18897307","1000","18897307000","원(KRW)","송하경","031-216-0153","경기도 용인시 수지구  손곡로 17 (동천동, 모나미빌딩)"
"204210","모두투어리츠","KOSPI",,,"126801","부동산 임대 및 공급업","12",,"7826815","5000","39134075000","원(KRW)","최동주","02-6253-5911","서울특별시 중구 퇴계로 173 12층(충무로3가, 남산스퀘어)"
