종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
"049950","미래컴퍼니","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"8362306","500","4181153000","원(KRW)","김준구","(031)350-9801","경기도 화성시  양감면 정문송산로 69-12 "
"213090","미래테크놀로지","KOSDAQ","중견기업부",,"105802","소프트웨어 개발 및 공급업","12",,"6120788","500","3060394000","원(KRW)","임수익","070-8890-1537","서울특별시 구로구 디지털로26길 123 지플러스코오롱디지털타워 907호"
"207760","미스터블루","KOSDAQ","중견기업부",,"106309","기타 정보 서비스업","12",,"24746635","100","2474663500","원(KRW)","조승진","02-337-0610","서울특별시 마포구 월드컵북로6길 18 (동교동, 미스터블루빌딩)"
"059090","미코","KOSDAQ","우량기업부",,"032601","반도체 제조업","12",,"31316603","500","15658301500","원(KRW)","이석윤","031-610-7967","경기도 안성시 대덕면 모산로 53 - "
"214610","미코바이오메드","KOSDAQ","기술성장기업부","기술성장기업","032701","의료용 기기 제조업","12",,"18151744","500","9075872000","원(KRW)","김성우","070-5227-6000","경기도 성남시 수정구 창업로 54 가동 3층, 4층 "
"201490","미투온","KOSDAQ","중견기업부",,"105802","소프트웨어 개발 및 공급업","12",,"31257770","500","15628885000","원(KRW)","손창욱","02-515-2864","서울특별시 강남구 학동로 343 더피나클강남 6층 "
"950190","미투젠","KOSDAQ","외국기업(소속부없음)",,"105802","소프트웨어 개발 및 공급업","12",,"13452425","무액면","0","홍콩달러(HKD)","린즈웨이/라우호밍","02-6004-3329","Flat A,31/F, Montery Plaza, 15 Chong Yip Street, Kowloon, Hongkong "
"214180","민앤지","KOSDAQ","중견기업부",,"106309","기타 정보 서비스업","12",,"12362476","500","6341238000","원(KRW)","이현철","02-929-4463","서울특별시 강남구 테헤란로34길 6 태광타워 13층 "
"206640","바디텍메드","KOSDAQ","벤처기업부",,"032103","의료용품 및 기타 의약 관련제품 제조업","12",,"23486560","1000","23486560000","원(KRW)","최의열","02-2004-4938","강원도 춘천시 동내면 거두단지1길 43 -"
"018700","바른손","KOSDAQ","관리종목(소속부없음)",,"105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"29471487","1000","29471487000","원(KRW)","강신범, 안은미","02  -596-4411","경기도 수원시 영통구 대학3로 1 5층 (이의동, 광교K타워)"
"035620","바른손이앤에이","KOSDAQ","중견기업부",,"105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"73488503","500","36744251500","원(KRW)","박진홍, 곽신애(각자대표)","070-7609-1404","서울특별시 용산구 한남대로 130 볼보빌딩 3층 "
"064520","바른전자","KOSDAQ","관리종목(소속부없음)",,"032601","반도체 제조업","12",,"73686477","500","36843238500","원(KRW)","안영민","031-8020-6000","경기도 화성시  동탄면 경기동로 548 "
"053030","바이넥스","KOSDAQ","벤처기업부",,"032102","의약품 제조업","12",,"31751048","500","15875524000","원(KRW)","이혁종","(051)261-6611","부산광역시 사하구 다대로 368-3 "
"301300","바이브컴퍼니","KOSDAQ","기술성장기업부","기술성장기업","105802","소프트웨어 개발 및 공급업","12",,"5394170","500","2697085000","원(KRW)","송성환","02-565-0531","서울특별시 용산구 독서당로 97 (한남동) "
"064550","바이오니아","KOSDAQ","기술성장기업부","기술성장기업","032103","의료용품 및 기타 의약 관련제품 제조업","12",,"25132038","500","12566019000","원(KRW)","박한오","042-936-8500","대전광역시 대덕구  문평서로 8-11 (주)바이오니아 "
"208710","바이오로그디바이스","KOSDAQ","벤처기업부",,"032602","전자부품 제조업","12",,"28870357","100","2887035700","원(KRW)","이재선","031-831-3696","경기도 용인시 수지구 광교중앙로 338 (상현동, 광교우미뉴브) B동 6층 "
"142760","바이오리더스","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"27412216","500","13706108000","원(KRW)","박영철","042-934-7671","경기도 용인시 수지구 신수로 767 7층 (동천동, 분당수지유타워 지식산업센터) "
"086820","바이오솔루션","KOSDAQ","기술성장기업부","기술성장기업","032101","기초 의약물질 및 생물학적 제제 제조업","12",,"8091426","500","4045713000","원(KRW)","장송선","02-3446-8884","서울특별시 노원구 공릉로 232 8층 803호(공릉동, 서울테크노파크)"
"038460","바이오스마트","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"20087800","500","10043900000","원(KRW)","윤호권","02-3218-9000","서울특별시 성동구 광나루로 172- "
"086040","바이오톡스텍","KOSDAQ","벤처기업부",,"137001","자연과학 및 공학 연구개발업","12",,"14625123","500","7312561500","원(KRW)","강종구","043-210-7777","충청북도 청주시 청원구 오창읍 연구단지로 53 "
"032980","바이온","KOSDAQ","중견기업부",,"074603","음·식료품 및 담배 도매업","12",,"62785551","500","31392775500","원(KRW)","김병준","02-516-0720","충청북도 청주시 청원구 오창읍 화산여천길 63-32 2층(여천리) "
"043150","바텍","KOSDAQ","우량기업부",,"032701","의료용 기기 제조업","12",,"14854256","500","7427128000","원(KRW)","현정훈","031-679-2000","경기도 화성시  삼성1로2길 13(석우동) "
"323990","박셀바이오","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"15046000","500","7523000000","원(KRW)","이준행, 정광준","061-373-0046","전라남도 화순군 화순읍 산단길 12-55 "
"267790","배럴","KOSDAQ","벤처기업부",,"031401","봉제의복 제조업","12",,"7885500","500","3942750000","원(KRW)","이상훈, 서종환","02-335-3176","서울특별시 강남구 논현로 709, 4층(논현동, 로얄빌딩) "
"046310","백금T&A","KOSDAQ","중견기업부",,"032604","통신 및 방송 장비 제조업","12",,"16418641","500","8209320500","원(KRW)","임학규","031-488-7900","경기도 군포시 엘에스로 153-18(산본동) L&C타워 4,5,6층 "
"036620","버추얼텍","KOSDAQ","중견기업부",,"074607","기타 전문 도매업","12",,"69111364","500","34555682000","원(KRW)","김호선","02  -333 -3012","서울특별시 서초구 방배로 162 서울시 서초구 방배로 162, 4층(예광빌딩) "
"066410","버킷스튜디오","KOSDAQ","중견기업부",,"105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"34941142","500","17470571000","원(KRW)","강지연","(02)3452-5079","서울특별시 강남구 언주로135길 21 - "
"206400","베노홀딩스","KOSDAQ","중견기업부",,"105802","소프트웨어 개발 및 공급업","12",,"22238261","500","11119130500","원(KRW)","정집훈","02-3461-2150","서울특별시 강남구 언주로134길 4 IB타워 6층 "
"019010","베뉴지","KOSDAQ","중견기업부",,"074701","종합 소매업","12",,"48200000","500","24100000000","원(KRW)","김만진","02-3665-0101","서울특별시 강남구 선릉로62길 15 "
"177350","베셀","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"11192368","500","5596184000","원(KRW)","서기만","031-683-3953","경기도 수원시 권선구 산업로155번길 281 -"
"299910","베스파","KOSDAQ","우량기업부",,"105802","소프트웨어 개발 및 공급업","12",,"8071688","500","4035844000","원(KRW)","김진수","02-6954-0889","서울특별시 강남구 테헤란로83길 15, 제이엠빌딩 9층 &nbsp"
"225530","보광산업","KOSDAQ","중견기업부",,"032309","기타 비금속 광물제품 제조업","12",,"36338727","500","18169363500","원(KRW)","김윤수","053-384-0881","대구광역시 북구 유통단지로3길 40 &nbsp"
"250000","보라티알","KOSDAQ","중견기업부",,"074603","음·식료품 및 담배 도매업","12",,"6750733","500","3375366500","원(KRW)","박성칠","02-538-3373","서울특별시 강남구 학동로 506, 4층 (삼성동, 보라빌딩) &nbsp"
"006910","보성파워텍","KOSDAQ","중견기업부",,"032501","구조용 금속제품, 탱크 및 증기발생기 제조업","12",,"46073059","500","23036529500","원(KRW)","임재황","031 -491 -0311","충청북도 충주시 주덕읍 대창길 70 -"
"226340","본느","KOSDAQ","벤처기업부",,"032004","기타 화학제품 제조업","12",,"30699596","100","3069959600","원(KRW)","임성기","02-3787-2429","서울특별시 송파구 송파대로22길 5-15 -"
"014470","부방","KOSDAQ","중견기업부",,"116409","기타 금융업","12",,"60052260","500","30026130000","원(KRW)","박규원","02-2008-7272","서울특별시 강남구  삼성로 528 부방빌딩 "
"008470","부스타","KOSDAQ","우량기업부",,"032501","구조용 금속제품, 탱크 및 증기발생기 제조업","12",,"8404800","500","4202400000","원(KRW)","유승협","043-536-9107","충청북도 진천군  이월면 고등2길 18 (주)부스타보일러 "
"100120","뷰웍스","KOSDAQ","우량기업부",,"032701","의료용 기기 제조업","12",,"10001865","500","5000932500","원(KRW)","김후식","070-7011-6190","경기도 안양시 동안구 부림로 17041-3 "
"337930","브랜드엑스코퍼레이션","KOSDAQ","중견기업부",,"106309","기타 정보 서비스업","12",,"19062968","500","9531484000","원(KRW)","강민준, 이수연","02-6959-2362","서울특별시 성동구 뚝섬로1길 63, 12층(성수동1가, 영창디지털타워) "
"066980","브레인콘텐츠","KOSDAQ","중견기업부",,"106309","기타 정보 서비스업","12",,"177418281","500","88709140500","원(KRW)","문종욱","02-2017-7933","서울특별시 강남구 테헤란로 325 어반벤치빌딩 14층 "
"064480","브리지텍","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"11952500","500","6176250000","원(KRW)","신경식","02-3430-4114","서울특별시 영등포구 국제금융로2길 32 여의도파이낸스타워 17,18층 "
"288330","브릿지바이오","KOSDAQ","기술성장기업부","기술성장기업","032101","기초 의약물질 및 생물학적 제제 제조업","12",,"19181174","500","9590587000","원(KRW)","이정규","031-8092-3280","경기도 성남시 분당구 판교로 255번길 58, 303호 (삼평동, 씨즈타워) "
"251630","브이원텍","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"15050580","500","7525290000","원(KRW)","김선중","031-607-5540","경기도 성남시 분당구 대왕판교로 660, A-710 (삼평동, 유스페이스1) &nbsp"
"018290","브이티지엠피","KOSDAQ","벤처기업부",,"032603","컴퓨터 및 주변장치 제조업","12",,"34159521","500","17079760500","원(KRW)","정철, 김양평(공동대표이사)","031 -943 -4600","경기도 파주시  산업단지길 139 (주)G.M.P "
"263920","블러썸엠앤씨","KOSDAQ","관리종목(소속부없음)",,"033309","그외 기타 제품 제조업","12",,"13723172","500","6861586000","원(KRW)","지영주","032-722-3456","인천광역시 서구 원적로7번길 29 (주)에스엔피월드 "
"033560","블루콤","KOSDAQ","중견기업부",,"032605","영상 및 음향기기 제조업","12",,"18088047","500","9600000000","원(KRW)","김종규","032-810-0500","인천광역시 연수구  벤처로 116 (주)블루콤 "
"126340","비나텍","KOSDAQ","벤처기업부",,"032802","일차전지 및 축전지 제조업","12",,"4901300","500","2450650000","원(KRW)","성도경","063-715-3020","전라북도 전주시 덕진구 운암로 15 &nbsp"
"121800","비덴트","KOSDAQ","벤처기업부",,"032604","통신 및 방송 장비 제조업","12",,"45673805","500","22836902500","원(KRW)","김영만","070-8668-6611","서울특별시 금천구  가산디지털1로 84 (가산동, 에이스하이엔드 8차 12층)"
"148140","비디아이","KOSDAQ","중견기업부",,"032901","일반 목적용 기계 제조업","12",,"20379605","500","10189802500","원(KRW)","안승만","02-2082-8890","경기도 화성시 팔탄면 서해로 1155 &nbsp"
"082800","비보존 헬스케어","KOSDAQ","중견기업부",,"032601","반도체 제조업","12",,"140651093","500","70325546500","원(KRW)","한재관,오동훈(각자대표)","031-213-9200","경기도 용인시 처인구 남사면 삼인로 15 - "
"318410","비비씨","KOSDAQ","중견기업부",,"033309","그외 기타 제품 제조업","12",,"5403683","500","2701841500","원(KRW)","강기태","042-932-9773","대전광역시 대덕구 대덕대로1448번길 210 "
"200780","비씨월드제약","KOSDAQ","우량기업부",,"032102","의약품 제조업","12",,"8892384","200","1778476800","원(KRW)","홍성한","031-881-6800","경기도 여주시 가남읍 여주남로 872-23 "
"141000","비아트론","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"12114710","500","6057355000","원(KRW)","김 형 준","070-4016-3200","경기도 수원시 권선구 산업로155번길 139 (고색동)"
"090460","비에이치","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"33472688","500","16736344000","원(KRW)","이경환","032-510-2000","인천광역시 부평구  평천로199번길 25 "
"083650","비에이치아이","KOSDAQ","중견기업부",,"032901","일반 목적용 기계 제조업","12",,"26000000","500","13000000000","원(KRW)","우종인, 조원래 (각자 대표이사)","055-585-3800","경상남도 함안군  군북면 장백로 122 "
"086670","비엠티","KOSDAQ","우량기업부",,"032901","일반 목적용 기계 제조업","12",,"8146529","500","4073264500","원(KRW)","윤종찬","055-783-1000","경상남도 양산시  산막공단남11길 35 (주)BMT "
"335890","비올","KOSDAQ","벤처기업부",,"032701","의료용 기기 제조업","12",,"54740000","100","5474000000","원(KRW)","이상진","031-8017-7893","경기도 성남시 분당구 판교로 744 분당테크노파크 C동 808호,809호"
"138580","비즈니스온","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"11376440","500","5688220000","원(KRW)","라민상, 강민철, 이병두(공동대표이사)","02-559-0800","서울특별시 성동구 광나루로 172 3층 "
"082920","비츠로셀","KOSDAQ","우량기업부",,"032802","일차전지 및 축전지 제조업","12",,"21539152","500","10769576000","원(KRW)","장승국","041-330-0236","충청남도 당진시 합덕읍 인더스파크로 70 - "
"054220","비츠로시스","KOSDAQ","투자주의환기종목(소속부없음)",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","03",,"21559978","500","10779989000","원(KRW)","이기재","(02)460-2000","서울특별시 서대문구 신촌역로 7 신촌푸르지오시티 3층 "
"042370","비츠로테크","KOSDAQ","우량기업부",,"116409","기타 금융업","12",,"23315411","500","11657705500","원(KRW)","장순상,유병언,이상권(각자대표)","02  -4602-021","경기도 안산시 단원구  별망로 327 비츠로테크"
"032850","비트컴퓨터","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"16623293","500","8311646500","원(KRW)","전 진 옥, 조 현 정","02  -3486-1234","서울특별시 서초구 서초대로74길 33 "
"238200","비피도","KOSDAQ","기술성장기업부","기술성장기업","031007","기타 식품 제조업","12",,"4090000","500","2045000000","원(KRW)","지근억","033-435-4962","강원도 홍천군 홍천읍 농공단지길 23-16 "
"093190","빅솔론","KOSDAQ","우량기업부",,"032603","컴퓨터 및 주변장치 제조업","12",,"19238905","500","9619452500","원(KRW)","김장환","031-218-5500","경기도 성남시 분당구  판교역로241번길 20 삼평동, 미래에셋벤처타워 7층,8층"
"065450","빅텍","KOSDAQ","중견기업부",,"032702","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","12",,"28652800","200","5730560000","원(KRW)","임만규","(031)631-7301","경기도 이천시  마장면 덕이로 180-31 "
"072950","빛샘전자","KOSDAQ","벤처기업부",,"032602","전자부품 제조업","12",,"6000000","500","3000000000","원(KRW)","강만준","031-288 -3420","경기도 용인시 기흥구  언동로 53-11 빛샘전자 (청덕동)"
"143240","사람인에이치알","KOSDAQ","우량기업부",,"106301","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","12",,"11659263","500","5829631500","원(KRW)","김용환","02-2025-4733","서울특별시 구로구  디지털로34길 43 코오롱싸이언스밸리1차 201호"
"100090","삼강엠앤티","KOSDAQ","우량기업부",,"032401","1차 철강 제조업","12",,"35092674","500","17546337000","원(KRW)","송무석","055-391-7020","경상남도 고성군 동해면 내산리 159-13 "
"122350","삼기","KOSDAQ","우량기업부",,"033003","자동차 신품 부품 제조업","12",,"38339428","100","3833942800","원(KRW)","김치환","031-680-0826","경기도 평택시 포승읍 도곡리 1217 "
"014970","삼륭물산","KOSDAQ","중견기업부",,"031702","골판지, 종이 상자 및 종이용기 제조업","12",,"15125000","500","7562500000","원(KRW)","조홍로","02-499-0091","경기도 파주시 월롱면 통일로644번길 35 "
"018310","삼목에스폼","KOSDAQ","우량기업부",,"032501","구조용 금속제품, 탱크 및 증기발생기 제조업","12",,"14700000","500","7350000000","원(KRW)","엄석호","02  -561 -0941","경기도 안성시  미양면 안성맞춤대로 474-40 "
"053700","삼보모터스","KOSDAQ","우량기업부",,"033003","자동차 신품 부품 제조업","12",,"17084542","500","8542271000","원(KRW)","이재하","053-582-9230","대구광역시 달서구  성서동로 142 "
"009620","삼보산업","KOSDAQ","중견기업부",,"032402","1차 비철금속 제조업","12",,"38092246","100","3809224600","원(KRW)","최찬규, 이태용(각자대표)","055 -552-7130 -","경상남도 창원시 진해구  남의로21번길 36 "
"023600","삼보판지","KOSDAQ","우량기업부",,"031701","펄프, 종이 및 판지 제조업","12",,"16170000","500","8085000000","원(KRW)","류진호","031-319-6523","경기도 시흥시 공단1대로28번길 120 (정왕동) "
"111870","삼본전자","KOSDAQ","중견기업부",,"032605","영상 및 음향기기 제조업","12",,"96521825","500","48260912500","원(KRW)","배보성","032-683-7300","경기도 부천시 오정구  삼작로107번길 52 "
"291230","삼성스팩2호","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"7550000","100","755000000","원(KRW)","임동현","02-2020-7562","서울특별시 서초구 서초대로74길 11 "
"009300","삼아제약","KOSDAQ","우량기업부",,"032102","의약품 제조업","12",,"6370000","1000","6370000000","원(KRW)","허 준, 허미애 (각자 대표이사)","02-2056-7200","강원도 원주시 문막읍 동화공단로 49 "
"225190","삼양옵틱스","KOSDAQ","우량기업부",,"032703","사진장비 및 광학기기 제조업","12",,"10092700","500","5046350000","원(KRW)","황충현","055-250-5600","경상남도 창원시 마산회원구 자유무역6길 123 "
"054540","삼영엠텍","KOSDAQ","중견기업부",,"032501","구조용 금속제품, 탱크 및 증기발생기 제조업","12",,"13000000","500","6772413500","원(KRW)","강문식","(055)589-7000","경상남도 함안군 칠서면 삼칠로 631-35 "
"065570","삼영이엔씨","KOSDAQ","중견기업부",,"032604","통신 및 방송 장비 제조업","12",,"8800000","500","4400000000","원(KRW)","황혜경, 이선기","(051)601-6666","부산광역시 영도구  상리로 69 "
"032280","삼일","KOSDAQ","중견기업부",,"084903","도로 화물 운송업","12",,"16213590","1000","16213590000","원(KRW)","이정식, 안인수(각자대표)","054 -289 -1061","경상북도 포항시 남구 대송면 송덕로 125-15(옥명리) "
"002290","삼일기업공사","KOSDAQ","중견기업부",,"064101","건물 건설업","12",,"12400000","500","6200000000","원(KRW)","박종웅","02  -564 -3131","서울특별시 강남구  언주로 329 "
"037460","삼지전자","KOSDAQ","벤처기업부",,"032604","통신 및 방송 장비 제조업","12",,"16318522","500","8309261000","원(KRW)","박두진, 주동익","02-850-8031","경기도 화성시 금곡로 63-27 삼지전자"
"032750","삼진","KOSDAQ","우량기업부",,"032604","통신 및 방송 장비 제조업","12",,"6000000","500","3000000000","원(KRW)","김승철","031 -467 -5847","경기도 안양시 만안구  안양천서로 81 (주)삼진 "
"054090","삼진엘앤디","KOSDAQ","벤처기업부",,"033309","그외 기타 제품 제조업","12",,"24959232","500","12479616000","원(KRW)","이경재,이명종","031-379-2000","경기도 화성시 동탄면 동탄기흥로 64-17 "
"000250","삼천당제약","KOSDAQ","우량기업부",,"032102","의약품 제조업","12",,"22768041","500","11384020500","원(KRW)","윤대인, 전인석(각자 대표이사)","02-2046-1235","경기도 화성시 향남읍 제약공단2길 71 "
"024950","삼천리자전거","KOSDAQ","중견기업부",,"074604","생활용품 도매업","12",,"13273577","500","6636788500","원(KRW)","신동호","02  -2194-3021","서울특별시 강남구 테헤란로 445 (삼성동) "
"038500","삼표시멘트","KOSDAQ","우량기업부",,"032309","기타 비금속 광물제품 제조업","12",,"107357173","500","53678586500","원(KRW)","문종구","02-3770-3000","강원도 삼척시  동양길 20 "
"017480","삼현철강","KOSDAQ","우량기업부",,"032401","1차 철강 제조업","12",,"15702890","500","8551445000","원(KRW)","조 윤 선","055 -252 -6060","경상남도 창원시 의창구 평산로70번길 36 -"
"046390","삼화네트웍스","KOSDAQ","벤처기업부",,"105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"43172933","200","8634586600","원(KRW)","공동대표이사 안제현, 신상윤","02-3454-1500","서울특별시 강남구 선릉로91길 8 신아트스페이스빌딩 5층"
"027580","상보","KOSDAQ","중견기업부",,"032202","플라스틱제품 제조업","12",,"46818211","500","23409105500","원(KRW)","김상근","031-987-9900","경기도 김포시 통진읍 대서명로 50 "
"038540","상상인","KOSDAQ","우량기업부",,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"55328313","1000","57187237000","원(KRW)","유준원, 이민식(각자 대표이사)","02-2167-8500","경기도 성남시 분당구 황새울로 358 -"
"307870","상상인이안1호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4750000","100","475000000","원(KRW)","이지연","02-3779-3337","서울특별시 강남구 테헤란로 424 20층(대치동, 대치타워)"
"329560","상상인이안제2호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"3850000","100","385000000","원(KRW)","김기동","02-3779-3140","서울특별시 강남구 테헤란로 424 20층(대치동, 대치타워)"
"101000","상상인인더스트리","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"63320603","500","31660301500","원(KRW)","김동원","055-720-3000","전라남도 광양시 광양읍 율촌산단3로 116 -"
"091580","상신이디피","KOSDAQ","우량기업부",,"032802","일차전지 및 축전지 제조업","12",,"13094591","500","6547295500","원(KRW)","김일부","041-583-5027","충청남도 천안시 서북구 직산읍 4산단6길 57 -"
"263810","상신전자","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"14244718","500","7122359000","원(KRW)","김승천","055-343-3826","경상남도 김해시 진영읍 본산로269번길 16-34 &nbsp"
"089980","상아프론테크","KOSDAQ","우량기업부",,"032202","플라스틱제품 제조업","12",,"15724765","500","7862382500","원(KRW)","이상원","032-451-7700","인천광역시 남동구  남동대로369번길 18 "
"042940","상지카일룸","KOSDAQ","중견기업부",,"064101","건물 건설업","12",,"57609497","500","28804748500","원(KRW)","최기보","02-517-5174","서울특별시 강남구 테헤란로4길 14 13층(역삼동, 미림타워) "
"042600","새로닉스","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"12423574","500","6211787000","원(KRW)","허제홍","054-463-7945","경상북도 구미시  수출대로9길 36 (주)새로닉스 "
"263540","샘코","KOSDAQ","투자주의환기종목(소속부없음)",,"033103","항공기,우주선 및 부품 제조업","12",,"17914945","500","8957472500","원(KRW)","정기환","055-850-7700","경상남도 사천시 사남면 해안산업로 381 "
"294630","서남","KOSDAQ","기술성장기업부","기술성장기업","032809","기타 전기장비 제조업","12",,"20365160","500","10182580000","원(KRW)","문승현","031-655-4336","경기도 안성시 원곡면 승량길 52 &nbsp"
"038070","서린바이오","KOSDAQ","중견기업부",,"074607","기타 전문 도매업","12",,"8000676","500","4000338000","원(KRW)","황을문","031-628-3000","경기도 성남시 분당구 삼평동 694-1 코리아바이오파크(KOREA BIO PARK) A동 4층 "
"006730","서부T&D","KOSDAQ","중견기업부",,"095501","일반 및 생활 숙박시설 운영업","12",,"58140444","500","29070222000","원(KRW)","승만호","02  -2689 -0035","서울특별시 양천구  신정로 167 "
"079650","서산","KOSDAQ","중견기업부",,"032303","시멘트, 석회, 플라스터 및 그 제품 제조업","12",,"20000000","100","2000000000","원(KRW)","염홍섭","(062)950-5000","광주광역시 광산구  하남산단4번로 143 "
"100660","서암기계공업","KOSDAQ","중견기업부",,"032901","일반 목적용 기계 제조업","12",,"12600000","500","6300000000","원(KRW)","권영호, 권영열","062-960-5000","광주광역시 광산구  하남산단8번로 127-15 (안청동)"
"019770","서연탑메탈","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"11650000","500","5825000000","원(KRW)","최원재, 류병완(각자대표이사)","032-820-3216","인천광역시 남동구  청능대로410번길 40 고잔동,남동공단"
"043710","서울리거","KOSDAQ","중견기업부",,"074607","기타 전문 도매업","12",,"36458459","500","18229229500","원(KRW)","이재규","02-2138-5281","서울특별시 강남구 논현로163길 10 4층(신사동,베드로빌딩) "
"092190","서울바이오시스","KOSDAQ","중견기업부",,"032601","반도체 제조업","12",,"38223653","500","19111826500","원(KRW)","이종덕, 이영주","070-4391-8012","경기도 안산시 단원구 산단로163번길 65-16 (원시동) "
"046890","서울반도체","KOSDAQ","우량기업부",,"032601","반도체 제조업","12",,"58305400","500","29152700000","원(KRW)","이정훈, 홍명기","02-1566-2771","경기도 안산시 단원구 산단로 163번길 97-11 "
"063170","서울옥션","KOSDAQ","중견기업부",,"074601","상품 중개업","12",,"16917500","500","8458750000","원(KRW)","이옥경","02-395-0330~4","서울 종로구 평창동 98 "
"027040","서울전자통신","KOSDAQ","중견기업부",,"074605","기계장비 및 관련 물품 도매업","12",,"69588847","500","34794423500","원(KRW)","호경근","032-723-4111","인천광역시 부평구 새벌로 4사무동 4층 "
"018680","서울제약","KOSDAQ","중견기업부",,"032102","의약품 제조업","12",,"8524523","500","4262261500","원(KRW)","윤동현","02-3470-2300","충청북도 청주시 흥덕구 오송읍 오송생명6로 124-31 서울제약 오송공장"
"093920","서원인텍","KOSDAQ","우량기업부",,"032604","통신 및 방송 장비 제조업","12",,"18600000","500","9300000000","원(KRW)","김재윤","031-428-9500","경기도 군포시 공단로140번길 32-15 -"
"189860","서전기전","KOSDAQ","벤처기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"9698780","500","4849390000","원(KRW)","김한수","02-2223-1000","경기도 이천시 대월면 대월로 667번길 38-19 (주)서전기전 (이천대월 일반산업단지 내)"
"178320","서진시스템","KOSDAQ","우량기업부",,"032604","통신 및 방송 장비 제조업","12",,"18100666","500","9050333000","원(KRW)","정내혁","032-506-2760","경기도 부천시 오정구 산업로 20-22 &nbsp"
"122690","서진오토모티브","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"19541246","500","9770623000","원(KRW)","김성철","031-496-1500","경기도 시흥시 공단1대로 313 "
"140070","서플러스글로벌","KOSDAQ","우량기업부",,"074605","기계장비 및 관련 물품 도매업","12",,"36988000","100","3698800000","원(KRW)","김정웅","031-615-6800","경기도 오산시 경기대로 78-26 "
"011370","서한","KOSDAQ","우량기업부",,"064101","건물 건설업","12",,"100894865","500","50447432500","원(KRW)","조 종 수","053 -741 -9980","대구광역시 수성구 명덕로 415 서한빌딩"
"065710","서호전기","KOSDAQ","투자주의환기종목(소속부없음)",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"5150000","500","2575000000","원(KRW)","김승남","(031)463-6612","경기도 안양시 동안구  귀인로 9 "
"035890","서희건설","KOSDAQ","투자주의환기종목(소속부없음)",,"064101","건물 건설업","12",,"229808457","500","114904228500","원(KRW)","곽선기,김팔수","02  -3416-6644","경기도 성남시 분당구  수내로46번길 4 경동빌딩 (수내동,경동빌딩8층)"
"357550","석경에이티","KOSDAQ","기술성장기업부","기술성장기업","032001","기초 화학물질 제조업","12",,"5455000","500","2727500000","원(KRW)","임형섭","031-493-0955","경기도 안산시 단원구 별망로459번길 24 "
"003100","선광","KOSDAQ","우량기업부",,"085209","기타 운송관련 서비스업","12",,"6600000","1000","6600000000","원(KRW)","심충식,이도희(공동대표)","032 -8806-562","인천 중구 항동 34-2 "
"123420","선데이토즈","KOSDAQ","우량기업부",,"105802","소프트웨어 개발 및 공급업","12",,"9569842","500","4784921000","원(KRW)","김정섭","031-1833-9782","경기도 성남시 분당구 황새울로360번길 42 9층, 14층"
"171090","선익시스템","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"8999295","500","4499647500","원(KRW)","박재규, 이영종","02-8012-1600","경기도 수원시 권선구 산업로155번길 293(고색동) "
"014620","성광벤드","KOSDAQ","중견기업부",,"032401","1차 철강 제조업","12",,"28600000","500","14300000000","원(KRW)","안 재 일","051-3300-200","부산광역시 강서구  녹산산단262로 26 "
